Using cpu device
Logging to train_data/AgriControl/ppo/deterministic/logs/elated-flower-74/PPO_0
------------------------------
| time/              |       |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5.76e+03     |
|    ep_rew_mean          | 3551.0867    |
| time/                   |              |
|    fps                  | 1020         |
|    iterations           | 83           |
|    time_elapsed         | 1332         |
|    total_timesteps      | 1359872      |
| train/                  |              |
|    approx_kl            | 0.0085776085 |
|    clip_fraction        | 0.1          |
|    clip_range           | 0.2          |
|    entropy_loss         | -10.3        |
|    explained_variance   | 0.988        |
|    learning_rate        | 2e-05        |
|    loss                 | -0.57        |
|    n_updates            | 656          |
|    policy_gradient_loss | -0.0064      |
|    std                  | 1.34         |
|    value_loss           | 0.00159      |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5.76e+03     |
|    ep_rew_mean          | 3551.0867    |
| time/                   |              |
|    fps                  | 1018         |
|    iterations           | 84           |
|    time_elapsed         | 1350         |
|    total_timesteps      | 1376256      |
| train/                  |              |
|    approx_kl            | 0.0073255515 |
|    clip_fraction        | 0.0894       |
|    clip_range           | 0.2          |
|    entropy_loss         | -10.3        |
|    explained_variance   | 0.991        |
|    learning_rate        | 2e-05        |
|    loss                 | -0.567       |
|    n_updates            | 664          |
|    policy_gradient_loss | -0.00561     |
|    std                  | 1.34         |
|    value_loss           | 0.000749     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5.76e+03    |
|    ep_rew_mean          | 3553.5889   |
| time/                   |             |
|    fps                  | 1018        |
|    iterations           | 85          |
|    time_elapsed         | 1367        |
|    total_timesteps      | 1392640     |
| train/                  |             |
|    approx_kl            | 0.009217054 |
|    clip_fraction        | 0.108       |
|    clip_range           | 0.2         |
|    entropy_loss         | -10.3       |
|    explained_variance   | 0.942       |
|    learning_rate        | 2e-05       |
|    loss                 | -0.568      |
|    n_updates            | 672         |
|    policy_gradient_loss | -0.00774    |
|    std                  | 1.35        |
|    value_loss           | 0.00136     |
-----------------------------------------
Eval num_timesteps=1400000, episode_reward=3580.19 +/- 0.00
-----------------------------------------
| eval/                   |             |
|    EPI                  | -1.53       |
|    co2_cost             | 0           |
|    co2_violation        | 0           |
|    elec_cost            | 0           |
|    fixed_costs          | 4.13        |
|    heat_cost            | 2.85        |
|    mean_reward          | 3.58e+03    |
|    revenue              | 1.32        |
|    rh_violation         | 470         |
|    temp_violation       | 84.5        |
|    variable_costs       | 2.85        |
| time/                   |             |
|    total_timesteps      | 1400000     |
| train/                  |             |
|    approx_kl            | 0.009321556 |
|    clip_fraction        | 0.108       |
|    clip_range           | 0.2         |
|    entropy_loss         | -10.3       |
|    explained_variance   | 0.991       |
|    learning_rate        | 2e-05       |
|    loss                 | -0.585      |
|    n_updates            | 680         |
|    policy_gradient_loss | -0.0062     |
|    std                  | 1.35        |
|    value_loss           | 0.00111     |
-----------------------------------------
New best mean reward!
-----------------------
Saving VecNormalize to train_data/AgriControl/ppo/deterministic/envs/elated-flower-74/best_vecnormalize.pkl
-----------------------
----------------------------------
| rollout/           |           |
|    ep_len_mean     | 5.76e+03  |
|    ep_rew_mean     | 3553.5889 |
| time/              |           |
|    fps             | 1013      |
|    iterations      | 86        |
|    time_elapsed    | 1390      |
|    total_timesteps | 1409024   |
----------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5.76e+03    |
|    ep_rew_mean          | 3553.5889   |
| time/                   |             |
|    fps                  | 1013        |
|    iterations           | 87          |
|    time_elapsed         | 1406        |
|    total_timesteps      | 1425408     |
| train/                  |             |
|    approx_kl            | 0.008248968 |
|    clip_fraction        | 0.099       |
|    clip_range           | 0.2         |
|    entropy_loss         | -10.3       |
|    explained_variance   | 0.986       |
|    learning_rate        | 2e-05       |
|    loss                 | -0.561      |
|    n_updates            | 688         |
|    policy_gradient_loss | -0.00632    |
|    std                  | 1.36        |
|    value_loss           | 0.000915    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5.76e+03    |
|    ep_rew_mean          | 3555.8167   |
| time/                   |             |
|    fps                  | 1014        |
|    iterations           | 88          |
|    time_elapsed         | 1421        |
|    total_timesteps      | 1441792     |
| train/                  |             |
|    approx_kl            | 0.008864889 |
|    clip_fraction        | 0.1         |
|    clip_range           | 0.2         |
|    entropy_loss         | -10.3       |
|    explained_variance   | 0.946       |
|    learning_rate        | 2e-05       |
|    loss                 | -0.588      |
|    n_updates            | 696         |
|    policy_gradient_loss | -0.00692    |
|    std                  | 1.36        |
|    value_loss           | 0.00113     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5.76e+03    |
|    ep_rew_mean          | 3555.8167   |
| time/                   |             |
|    fps                  | 1012        |
|    iterations           | 89          |
|    time_elapsed         | 1439        |
|    total_timesteps      | 1458176     |
| train/                  |             |
|    approx_kl            | 0.008104001 |
|    clip_fraction        | 0.0983      |
|    clip_range           | 0.2         |
|    entropy_loss         | -10.4       |
|    explained_variance   | 0.989       |
|    learning_rate        | 2e-05       |
|    loss                 | -0.562      |
|    n_updates            | 704         |
|    policy_gradient_loss | -0.00603    |
|    std                  | 1.37        |
|    value_loss           | 0.000984    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5.76e+03    |
|    ep_rew_mean          | 3555.8167   |
| time/                   |             |
|    fps                  | 1013        |
|    iterations           | 90          |
|    time_elapsed         | 1455        |
|    total_timesteps      | 1474560     |
| train/                  |             |
|    approx_kl            | 0.007186023 |
|    clip_fraction        | 0.0893      |
|    clip_range           | 0.2         |
|    entropy_loss         | -10.4       |
|    explained_variance   | 0.978       |
|    learning_rate        | 2e-05       |
|    loss                 | -0.583      |
|    n_updates            | 712         |
|    policy_gradient_loss | -0.00482    |
|    std                  | 1.37        |
|    value_loss           | 0.00092     |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 5.76e+03   |
|    ep_rew_mean          | 3557.845   |
| time/                   |            |
|    fps                  | 1013       |
|    iterations           | 91         |
|    time_elapsed         | 1471       |
|    total_timesteps      | 1490944    |
| train/                  |            |
|    approx_kl            | 0.00805955 |
|    clip_fraction        | 0.101      |
|    clip_range           | 0.2        |
|    entropy_loss         | -10.4      |
|    explained_variance   | 0.944      |
|    learning_rate        | 2e-05      |
|    loss                 | -0.586     |
|    n_updates            | 720        |
|    policy_gradient_loss | -0.00641   |
|    std                  | 1.37       |
|    value_loss           | 0.00121    |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5.76e+03    |
|    ep_rew_mean          | 3557.845    |
| time/                   |             |
|    fps                  | 1015        |
|    iterations           | 92          |
|    time_elapsed         | 1484        |
|    total_timesteps      | 1507328     |
| train/                  |             |
|    approx_kl            | 0.009055069 |
|    clip_fraction        | 0.105       |
|    clip_range           | 0.2         |
|    entropy_loss         | -10.4       |
|    explained_variance   | 0.991       |
|    learning_rate        | 2e-05       |
|    loss                 | -0.575      |
|    n_updates            | 728         |
|    policy_gradient_loss | -0.00483    |
|    std                  | 1.38        |
|    value_loss           | 0.000881    |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5.76e+03     |
|    ep_rew_mean          | 3559.7131    |
| time/                   |              |
|    fps                  | 1016         |
|    iterations           | 93           |
|    time_elapsed         | 1498         |
|    total_timesteps      | 1523712      |
| train/                  |              |
|    approx_kl            | 0.0077245506 |
|    clip_fraction        | 0.0922       |
|    clip_range           | 0.2          |
|    entropy_loss         | -10.4        |
|    explained_variance   | 0.979        |
|    learning_rate        | 2e-05        |
|    loss                 | -0.565       |
|    n_updates            | 736          |
|    policy_gradient_loss | -0.00699     |
|    std                  | 1.38         |
|    value_loss           | 0.000986     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5.76e+03    |
|    ep_rew_mean          | 3559.7131   |
| time/                   |             |
|    fps                  | 1016        |
|    iterations           | 94          |
|    time_elapsed         | 1514        |
|    total_timesteps      | 1540096     |
| train/                  |             |
|    approx_kl            | 0.009442991 |
|    clip_fraction        | 0.107       |
|    clip_range           | 0.2         |
|    entropy_loss         | -10.5       |
|    explained_variance   | 0.99        |
|    learning_rate        | 2e-05       |
|    loss                 | -0.579      |
|    n_updates            | 744         |
|    policy_gradient_loss | -0.00641    |
|    std                  | 1.39        |
|    value_loss           | 0.00134     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5.76e+03    |
|    ep_rew_mean          | 3559.7131   |
| time/                   |             |
|    fps                  | 1018        |
|    iterations           | 95          |
|    time_elapsed         | 1528        |
|    total_timesteps      | 1556480     |
| train/                  |             |
|    approx_kl            | 0.008330604 |
|    clip_fraction        | 0.107       |
|    clip_range           | 0.2         |
|    entropy_loss         | -10.5       |
|    explained_variance   | 0.992       |
|    learning_rate        | 2e-05       |
|    loss                 | -0.574      |
|    n_updates            | 752         |
|    policy_gradient_loss | -0.00669    |
|    std                  | 1.39        |
|    value_loss           | 0.000738    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5.76e+03    |
|    ep_rew_mean          | 3561.3792   |
| time/                   |             |
|    fps                  | 1018        |
|    iterations           | 96          |
|    time_elapsed         | 1543        |
|    total_timesteps      | 1572864     |
| train/                  |             |
|    approx_kl            | 0.008039209 |
|    clip_fraction        | 0.0957      |
|    clip_range           | 0.2         |
|    entropy_loss         | -10.5       |
|    explained_variance   | 0.977       |
|    learning_rate        | 2e-05       |
|    loss                 | -0.585      |
|    n_updates            | 760         |
|    policy_gradient_loss | -0.00702    |
|    std                  | 1.4         |
|    value_loss           | 0.000974    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5.76e+03    |
|    ep_rew_mean          | 3561.3792   |
| time/                   |             |
|    fps                  | 1020        |
|    iterations           | 97          |
|    time_elapsed         | 1558        |
|    total_timesteps      | 1589248     |
| train/                  |             |
|    approx_kl            | 0.008739506 |
|    clip_fraction        | 0.109       |
|    clip_range           | 0.2         |
|    entropy_loss         | -10.5       |
|    explained_variance   | 0.992       |
|    learning_rate        | 2e-05       |
|    loss                 | -0.579      |
|    n_updates            | 768         |
|    policy_gradient_loss | -0.00524    |
|    std                  | 1.4         |
|    value_loss           | 0.00112     |
-----------------------------------------
Eval num_timesteps=1600000, episode_reward=3585.82 +/- 0.00
-----------------------------------------
| eval/                   |             |
|    EPI                  | -1.51       |
|    co2_cost             | 0           |
|    co2_violation        | 0           |
|    elec_cost            | 0           |
|    fixed_costs          | 4.13        |
|    heat_cost            | 2.83        |
|    mean_reward          | 3.59e+03    |
|    revenue              | 1.32        |
|    rh_violation         | 407         |
|    temp_violation       | 77.2        |
|    variable_costs       | 2.83        |
| time/                   |             |
|    total_timesteps      | 1600000     |
| train/                  |             |
|    approx_kl            | 0.008843826 |
|    clip_fraction        | 0.105       |
|    clip_range           | 0.2         |
|    entropy_loss         | -10.5       |
|    explained_variance   | 0.992       |
|    learning_rate        | 2e-05       |
|    loss                 | -0.59       |
|    n_updates            | 776         |
|    policy_gradient_loss | -0.00699    |
|    std                  | 1.4         |
|    value_loss           | 0.000821    |
-----------------------------------------
New best mean reward!
-----------------------
Saving VecNormalize to train_data/AgriControl/ppo/deterministic/envs/elated-flower-74/best_vecnormalize.pkl
-----------------------
----------------------------------
| rollout/           |           |
|    ep_len_mean     | 5.76e+03  |
|    ep_rew_mean     | 3561.3792 |
| time/              |           |
|    fps             | 1015      |
|    iterations      | 98        |
|    time_elapsed    | 1580      |
|    total_timesteps | 1605632   |
----------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5.76e+03    |
|    ep_rew_mean          | 3562.8604   |
| time/                   |             |
|    fps                  | 1017        |
|    iterations           | 99          |
|    time_elapsed         | 1594        |
|    total_timesteps      | 1622016     |
| train/                  |             |
|    approx_kl            | 0.008916807 |
|    clip_fraction        | 0.104       |
|    clip_range           | 0.2         |
|    entropy_loss         | -10.5       |
|    explained_variance   | 0.97        |
|    learning_rate        | 2e-05       |
|    loss                 | -0.574      |
|    n_updates            | 784         |
|    policy_gradient_loss | -0.00584    |
|    std                  | 1.41        |
|    value_loss           | 0.000993    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5.76e+03    |
|    ep_rew_mean          | 3562.8604   |
| time/                   |             |
|    fps                  | 1018        |
|    iterations           | 100         |
|    time_elapsed         | 1609        |
|    total_timesteps      | 1638400     |
| train/                  |             |
|    approx_kl            | 0.009866461 |
|    clip_fraction        | 0.112       |
|    clip_range           | 0.2         |
|    entropy_loss         | -10.6       |
|    explained_variance   | 0.993       |
|    learning_rate        | 2e-05       |
|    loss                 | -0.589      |
|    n_updates            | 792         |
|    policy_gradient_loss | -0.00713    |
|    std                  | 1.41        |
|    value_loss           | 0.00113     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5.76e+03    |
|    ep_rew_mean          | 3562.8604   |
| time/                   |             |
|    fps                  | 1018        |
|    iterations           | 101         |
|    time_elapsed         | 1624        |
|    total_timesteps      | 1654784     |
| train/                  |             |
|    approx_kl            | 0.009088391 |
|    clip_fraction        | 0.102       |
|    clip_range           | 0.2         |
|    entropy_loss         | -10.6       |
|    explained_variance   | 0.989       |
|    learning_rate        | 2e-05       |
|    loss                 | -0.573      |
|    n_updates            | 800         |
|    policy_gradient_loss | -0.00692    |
|    std                  | 1.42        |
|    value_loss           | 0.000767    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5.76e+03    |
|    ep_rew_mean          | 3564.1719   |
| time/                   |             |
|    fps                  | 1020        |
|    iterations           | 102         |
|    time_elapsed         | 1638        |
|    total_timesteps      | 1671168     |
| train/                  |             |
|    approx_kl            | 0.008121859 |
|    clip_fraction        | 0.103       |
|    clip_range           | 0.2         |
|    entropy_loss         | -10.6       |
|    explained_variance   | 0.949       |
|    learning_rate        | 2e-05       |
|    loss                 | -0.59       |
|    n_updates            | 808         |
|    policy_gradient_loss | -0.00769    |
|    std                  | 1.42        |
|    value_loss           | 0.0012      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5.76e+03    |
|    ep_rew_mean          | 3564.1719   |
| time/                   |             |
|    fps                  | 1020        |
|    iterations           | 103         |
|    time_elapsed         | 1654        |
|    total_timesteps      | 1687552     |
| train/                  |             |
|    approx_kl            | 0.008083588 |
|    clip_fraction        | 0.0976      |
|    clip_range           | 0.2         |
|    entropy_loss         | -10.6       |
|    explained_variance   | 0.994       |
|    learning_rate        | 2e-05       |
|    loss                 | -0.604      |
|    n_updates            | 816         |
|    policy_gradient_loss | -0.00566    |
|    std                  | 1.42        |
|    value_loss           | 0.000926    |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 5.76e+03   |
|    ep_rew_mean          | 3564.1719  |
| time/                   |            |
|    fps                  | 1020       |
|    iterations           | 104        |
|    time_elapsed         | 1670       |
|    total_timesteps      | 1703936    |
| train/                  |            |
|    approx_kl            | 0.00897106 |
|    clip_fraction        | 0.117      |
|    clip_range           | 0.2        |
|    entropy_loss         | -10.6      |
|    explained_variance   | 0.985      |
|    learning_rate        | 2e-05      |
|    loss                 | -0.593     |
|    n_updates            | 824        |
|    policy_gradient_loss | -0.00821   |
|    std                  | 1.43       |
|    value_loss           | 0.000865   |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5.76e+03    |
|    ep_rew_mean          | 3565.599    |
| time/                   |             |
|    fps                  | 1021        |
|    iterations           | 105         |
|    time_elapsed         | 1683        |
|    total_timesteps      | 1720320     |
| train/                  |             |
|    approx_kl            | 0.008724604 |
|    clip_fraction        | 0.11        |
|    clip_range           | 0.2         |
|    entropy_loss         | -10.7       |
|    explained_variance   | 0.951       |
|    learning_rate        | 2e-05       |
|    loss                 | -0.592      |
|    n_updates            | 832         |
|    policy_gradient_loss | -0.00809    |
|    std                  | 1.43        |
|    value_loss           | 0.000977    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5.76e+03    |
|    ep_rew_mean          | 3565.599    |
| time/                   |             |
|    fps                  | 1023        |
|    iterations           | 106         |
|    time_elapsed         | 1697        |
|    total_timesteps      | 1736704     |
| train/                  |             |
|    approx_kl            | 0.009136077 |
|    clip_fraction        | 0.103       |
|    clip_range           | 0.2         |
|    entropy_loss         | -10.7       |
|    explained_variance   | 0.995       |
|    learning_rate        | 2e-05       |
|    loss                 | -0.571      |
|    n_updates            | 840         |
|    policy_gradient_loss | -0.00721    |
|    std                  | 1.44        |
|    value_loss           | 0.000751    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5.76e+03    |
|    ep_rew_mean          | 3566.7993   |
| time/                   |             |
|    fps                  | 1024        |
|    iterations           | 107         |
|    time_elapsed         | 1710        |
|    total_timesteps      | 1753088     |
| train/                  |             |
|    approx_kl            | 0.008213667 |
|    clip_fraction        | 0.0936      |
|    clip_range           | 0.2         |
|    entropy_loss         | -10.7       |
|    explained_variance   | 0.982       |
|    learning_rate        | 2e-05       |
|    loss                 | -0.58       |
|    n_updates            | 848         |
|    policy_gradient_loss | -0.00571    |
|    std                  | 1.44        |
|    value_loss           | 0.000842    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5.76e+03    |
|    ep_rew_mean          | 3566.7993   |
| time/                   |             |
|    fps                  | 1025        |
|    iterations           | 108         |
|    time_elapsed         | 1725        |
|    total_timesteps      | 1769472     |
| train/                  |             |
|    approx_kl            | 0.008941023 |
|    clip_fraction        | 0.103       |
|    clip_range           | 0.2         |
|    entropy_loss         | -10.7       |
|    explained_variance   | 0.993       |
|    learning_rate        | 2e-05       |
|    loss                 | -0.582      |
|    n_updates            | 856         |
|    policy_gradient_loss | -0.00583    |
|    std                  | 1.45        |
|    value_loss           | 0.00119     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5.76e+03    |
|    ep_rew_mean          | 3566.7993   |
| time/                   |             |
|    fps                  | 1027        |
|    iterations           | 109         |
|    time_elapsed         | 1738        |
|    total_timesteps      | 1785856     |
| train/                  |             |
|    approx_kl            | 0.008425049 |
|    clip_fraction        | 0.106       |
|    clip_range           | 0.2         |
|    entropy_loss         | -10.7       |
|    explained_variance   | 0.994       |
|    learning_rate        | 2e-05       |
|    loss                 | -0.59       |
|    n_updates            | 864         |
|    policy_gradient_loss | -0.0073     |
|    std                  | 1.45        |
|    value_loss           | 0.00058     |
-----------------------------------------
Eval num_timesteps=1800000, episode_reward=3592.13 +/- 0.00
-----------------------------------------
| eval/                   |             |
|    EPI                  | -1.46       |
|    co2_cost             | 0           |
|    co2_violation        | 0           |
|    elec_cost            | 0           |
|    fixed_costs          | 4.13        |
|    heat_cost            | 2.81        |
|    mean_reward          | 3.59e+03    |
|    revenue              | 1.35        |
|    rh_violation         | 356         |
|    temp_violation       | 74.5        |
|    variable_costs       | 2.81        |
| time/                   |             |
|    total_timesteps      | 1800000     |
| train/                  |             |
|    approx_kl            | 0.009216338 |
|    clip_fraction        | 0.102       |
|    clip_range           | 0.2         |
|    entropy_loss         | -10.7       |
|    explained_variance   | 0.981       |
|    learning_rate        | 2e-05       |
|    loss                 | -0.589      |
|    n_updates            | 872         |
|    policy_gradient_loss | -0.00699    |
|    std                  | 1.46        |
|    value_loss           | 0.000971    |
-----------------------------------------
New best mean reward!
-----------------------
Saving VecNormalize to train_data/AgriControl/ppo/deterministic/envs/elated-flower-74/best_vecnormalize.pkl
-----------------------
----------------------------------
| rollout/           |           |
|    ep_len_mean     | 5.76e+03  |
|    ep_rew_mean     | 3568.2021 |
| time/              |           |
|    fps             | 1020      |
|    iterations      | 110       |
|    time_elapsed    | 1765      |
|    total_timesteps | 1802240   |
----------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5.76e+03    |
|    ep_rew_mean          | 3568.2021   |
| time/                   |             |
|    fps                  | 1023        |
|    iterations           | 111         |
|    time_elapsed         | 1777        |
|    total_timesteps      | 1818624     |
| train/                  |             |
|    approx_kl            | 0.009866975 |
|    clip_fraction        | 0.115       |
|    clip_range           | 0.2         |
|    entropy_loss         | -10.8       |
|    explained_variance   | 0.994       |
|    learning_rate        | 2e-05       |
|    loss                 | -0.616      |
|    n_updates            | 880         |
|    policy_gradient_loss | -0.00716    |
|    std                  | 1.46        |
|    value_loss           | 0.00102     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5.76e+03    |
|    ep_rew_mean          | 3568.2021   |
| time/                   |             |
|    fps                  | 1025        |
|    iterations           | 112         |
|    time_elapsed         | 1789        |
|    total_timesteps      | 1835008     |
| train/                  |             |
|    approx_kl            | 0.008084286 |
|    clip_fraction        | 0.101       |
|    clip_range           | 0.2         |
|    entropy_loss         | -10.8       |
|    explained_variance   | 0.994       |
|    learning_rate        | 2e-05       |
|    loss                 | -0.605      |
|    n_updates            | 888         |
|    policy_gradient_loss | -0.00554    |
|    std                  | 1.46        |
|    value_loss           | 0.000628    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5.76e+03    |
|    ep_rew_mean          | 3569.7085   |
| time/                   |             |
|    fps                  | 1026        |
|    iterations           | 113         |
|    time_elapsed         | 1803        |
|    total_timesteps      | 1851392     |
| train/                  |             |
|    approx_kl            | 0.008942009 |
|    clip_fraction        | 0.101       |
|    clip_range           | 0.2         |
|    entropy_loss         | -10.8       |
|    explained_variance   | 0.981       |
|    learning_rate        | 2e-05       |
|    loss                 | -0.605      |
|    n_updates            | 896         |
|    policy_gradient_loss | -0.00709    |
|    std                  | 1.47        |
|    value_loss           | 0.000974    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5.76e+03    |
|    ep_rew_mean          | 3569.7085   |
| time/                   |             |
|    fps                  | 1026        |
|    iterations           | 114         |
|    time_elapsed         | 1819        |
|    total_timesteps      | 1867776     |
| train/                  |             |
|    approx_kl            | 0.010003518 |
|    clip_fraction        | 0.119       |
|    clip_range           | 0.2         |
|    entropy_loss         | -10.8       |
|    explained_variance   | 0.995       |
|    learning_rate        | 2e-05       |
|    loss                 | -0.589      |
|    n_updates            | 904         |
|    policy_gradient_loss | -0.00746    |
|    std                  | 1.47        |
|    value_loss           | 0.000909    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5.76e+03    |
|    ep_rew_mean          | 3569.7085   |
| time/                   |             |
|    fps                  | 1025        |
|    iterations           | 115         |
|    time_elapsed         | 1838        |
|    total_timesteps      | 1884160     |
| train/                  |             |
|    approx_kl            | 0.008978983 |
|    clip_fraction        | 0.1         |
|    clip_range           | 0.2         |
|    entropy_loss         | -10.8       |
|    explained_variance   | 0.991       |
|    learning_rate        | 2e-05       |
|    loss                 | -0.583      |
|    n_updates            | 912         |
|    policy_gradient_loss | -0.0059     |
|    std                  | 1.48        |
|    value_loss           | 0.00074     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5.76e+03    |
|    ep_rew_mean          | 3571.094    |
| time/                   |             |
|    fps                  | 1021        |
|    iterations           | 116         |
|    time_elapsed         | 1860        |
|    total_timesteps      | 1900544     |
| train/                  |             |
|    approx_kl            | 0.008539796 |
|    clip_fraction        | 0.0948      |
|    clip_range           | 0.2         |
|    entropy_loss         | -10.9       |
|    explained_variance   | 0.963       |
|    learning_rate        | 2e-05       |
|    loss                 | -0.599      |
|    n_updates            | 920         |
|    policy_gradient_loss | -0.00547    |
|    std                  | 1.48        |
|    value_loss           | 0.000938    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5.76e+03    |
|    ep_rew_mean          | 3571.094    |
| time/                   |             |
|    fps                  | 1019        |
|    iterations           | 117         |
|    time_elapsed         | 1879        |
|    total_timesteps      | 1916928     |
| train/                  |             |
|    approx_kl            | 0.010205288 |
|    clip_fraction        | 0.119       |
|    clip_range           | 0.2         |
|    entropy_loss         | -10.9       |
|    explained_variance   | 0.996       |
|    learning_rate        | 2e-05       |
|    loss                 | -0.606      |
|    n_updates            | 928         |
|    policy_gradient_loss | -0.00688    |
|    std                  | 1.49        |
|    value_loss           | 0.000705    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5.76e+03    |
|    ep_rew_mean          | 3571.094    |
| time/                   |             |
|    fps                  | 1019        |
|    iterations           | 118         |
|    time_elapsed         | 1896        |
|    total_timesteps      | 1933312     |
| train/                  |             |
|    approx_kl            | 0.008616259 |
|    clip_fraction        | 0.116       |
|    clip_range           | 0.2         |
|    entropy_loss         | -10.9       |
|    explained_variance   | 0.988       |
|    learning_rate        | 2e-05       |
|    loss                 | -0.604      |
|    n_updates            | 936         |
|    policy_gradient_loss | -0.00804    |
|    std                  | 1.49        |
|    value_loss           | 0.000824    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5.76e+03    |
|    ep_rew_mean          | 3572.231    |
| time/                   |             |
|    fps                  | 1015        |
|    iterations           | 119         |
|    time_elapsed         | 1920        |
|    total_timesteps      | 1949696     |
| train/                  |             |
|    approx_kl            | 0.009543851 |
|    clip_fraction        | 0.113       |
|    clip_range           | 0.2         |
|    entropy_loss         | -10.9       |
|    explained_variance   | 0.966       |
|    learning_rate        | 2e-05       |
|    loss                 | -0.592      |
|    n_updates            | 944         |
|    policy_gradient_loss | -0.0069     |
|    std                  | 1.5         |
|    value_loss           | 0.000862    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5.76e+03    |
|    ep_rew_mean          | 3572.231    |
| time/                   |             |
|    fps                  | 1014        |
|    iterations           | 120         |
|    time_elapsed         | 1937        |
|    total_timesteps      | 1966080     |
| train/                  |             |
|    approx_kl            | 0.010388612 |
|    clip_fraction        | 0.11        |
|    clip_range           | 0.2         |
|    entropy_loss         | -10.9       |
|    explained_variance   | 0.996       |
|    learning_rate        | 2e-05       |
|    loss                 | -0.576      |
|    n_updates            | 952         |
|    policy_gradient_loss | -0.00546    |
|    std                  | 1.5         |
|    value_loss           | 0.000681    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5.76e+03    |
|    ep_rew_mean          | 3573.4304   |
| time/                   |             |
|    fps                  | 1014        |
|    iterations           | 121         |
|    time_elapsed         | 1954        |
|    total_timesteps      | 1982464     |
| train/                  |             |
|    approx_kl            | 0.009789109 |
|    clip_fraction        | 0.105       |
|    clip_range           | 0.2         |
|    entropy_loss         | -11         |
|    explained_variance   | 0.985       |
|    learning_rate        | 2e-05       |
|    loss                 | -0.622      |
|    n_updates            | 960         |
|    policy_gradient_loss | -0.00586    |
|    std                  | 1.51        |
|    value_loss           | 0.000797    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5.76e+03    |
|    ep_rew_mean          | 3573.4304   |
| time/                   |             |
|    fps                  | 1014        |
|    iterations           | 122         |
|    time_elapsed         | 1969        |
|    total_timesteps      | 1998848     |
| train/                  |             |
|    approx_kl            | 0.011113709 |
|    clip_fraction        | 0.113       |
|    clip_range           | 0.2         |
|    entropy_loss         | -11         |
|    explained_variance   | 0.995       |
|    learning_rate        | 2e-05       |
|    loss                 | -0.591      |
|    n_updates            | 968         |
|    policy_gradient_loss | -0.00727    |
|    std                  | 1.51        |
|    value_loss           | 0.0009      |
-----------------------------------------
Eval num_timesteps=2000000, episode_reward=3596.18 +/- 0.00
-----------------------------------------
| eval/                   |             |
|    EPI                  | -1.47       |
|    co2_cost             | 0           |
|    co2_violation        | 0           |
